ingreso_mensual,monto_prestamo,historial_crediticio,edad,empleo_estable,ratio_deuda_ingreso,score_normalizado,riesgo_demografico,es_moroso
2413.82,6020.11,564,64,0,0.21,0.48,0,0
3977.23,16962.29,833,36,0,0.36,0.97,0,0
2929.15,14705.28,493,33,1,0.42,0.35,0,0
3303.96,19130.29,347,41,1,0.48,0.09,0,0
3362.17,17166.79,524,25,1,0.43,0.41,0,0
3917.09,17818.63,772,24,1,0.38,0.86,0,0
1283.84,5484.73,753,24,1,0.36,0.82,0,0
3716.61,21674.45,347,60,1,0.49,0.09,0,0
3659.23,11154.95,523,46,1,0.25,0.41,0,0
4064.86,22837.08,632,38,0,0.47,0.6,0,0
1819.91,4923.39,692,60,1,0.23,0.71,0,0
3613.25,8266.23,431,61,0,0.19,0.24,0,0
3439.25,11744.35,579,58,0,0.28,0.51,0,1
2744.79,7436.21,534,64,1,0.23,0.43,0,0
1646.63,7004.05,773,44,1,0.35,0.86,0,0
4201.94,17268.31,709,22,1,0.34,0.74,0,0
2344.45,12111.3,490,27,0,0.43,0.35,0,0
2546.86,11881.18,464,40,0,0.39,0.3,0,1
2154.56,8768.42,367,29,1,0.34,0.12,0,0
2879.05,4673.13,464,43,1,0.14,0.3,0,0
1622.91,8267.33,674,27,1,0.42,0.68,0,0
3148.42,14544.1,613,55,1,0.38,0.57,0,0
5211.34,19864.0,473,67,0,0.32,0.31,0,0
4384.38,25506.78,372,22,0,0.48,0.13,1,0
3538.11,20117.49,502,56,0,0.47,0.37,0,1
3906.02,13786.95,614,42,0,0.29,0.57,0,1
4057.06,10944.38,406,32,1,0.22,0.19,0,1
3848.39,22948.98,360,52,0,0.5,0.11,0,1
1817.16,10786.92,365,55,1,0.49,0.12,0,0
3950.07,18381.38,833,61,0,0.39,0.97,0,0
3461.69,12024.08,688,50,1,0.29,0.71,0,0
2568.87,14333.84,327,23,1,0.46,0.05,0,1
1365.22,2896.3,546,66,0,0.18,0.45,0,0
2972.44,4479.01,735,39,1,0.13,0.79,0,0
4444.11,20458.89,764,36,1,0.38,0.84,0,0
2829.61,11274.24,643,45,1,0.33,0.62,0,0
4179.6,17593.66,740,23,1,0.35,0.8,0,0
3858.51,20019.74,411,48,0,0.43,0.2,0,0
3759.7,12147.95,505,34,0,0.27,0.37,0,0
3354.64,6248.73,822,31,0,0.16,0.95,0,0
3212.95,19245.66,773,26,1,0.5,0.86,0,0
4531.98,11326.4,818,27,0,0.21,0.94,0,0
4296.66,17796.73,667,46,0,0.35,0.67,0,1
4048.9,13153.08,340,53,0,0.27,0.07,0,0
4511.11,26991.39,393,27,1,0.5,0.17,0,0
5106.98,14520.59,351,49,0,0.24,0.09,0,0
4994.55,14609.26,452,42,0,0.24,0.28,0,0
3643.12,14720.16,327,49,0,0.34,0.05,0,1
3692.07,22087.01,635,28,1,0.5,0.61,0,0
6157.22,10417.06,442,47,0,0.14,0.26,0,1
3864.34,5828.47,460,36,0,0.13,0.29,0,0
4503.59,23604.62,300,56,1,0.44,0.0,0,0
3844.68,13387.01,585,58,1,0.29,0.52,0,0
2360.41,10907.71,449,37,0,0.39,0.27,0,0
3620.95,19582.45,367,44,1,0.45,0.12,0,0
3612.65,10771.04,423,26,1,0.25,0.22,0,0
3403.6,6266.44,382,54,0,0.15,0.15,0,1
4223.51,8152.21,574,49,1,0.16,0.5,0,0
2957.08,8519.12,835,58,1,0.24,0.97,0,0
3425.39,17246.25,453,53,0,0.42,0.28,0,0
2995.02,10478.3,716,43,0,0.29,0.76,0,0
3426.26,6050.38,818,65,1,0.15,0.94,0,0
4568.19,8689.4,783,43,0,0.16,0.88,0,0
2676.32,6567.13,489,46,1,0.2,0.34,0,0
4949.53,27724.7,719,57,1,0.47,0.76,0,0
5757.03,26974.97,715,58,0,0.39,0.75,0,0
3745.32,15944.49,512,55,1,0.35,0.39,0,0
4131.23,19387.19,733,66,0,0.39,0.79,0,1
3997.5,12218.59,725,46,1,0.25,0.77,0,0
4160.58,18289.15,746,38,0,0.37,0.81,0,0
3341.08,9069.02,634,39,1,0.23,0.61,0,0
2710.47,15496.71,476,36,1,0.48,0.32,0,0
3569.71,13745.47,741,62,0,0.32,0.8,0,0
3776.18,19710.62,412,54,1,0.43,0.2,0,0
4180.5,15460.46,479,35,0,0.31,0.33,0,0
3711.07,11729.56,628,41,0,0.26,0.6,0,0
3884.97,12899.92,634,30,1,0.28,0.61,0,0
3073.88,10990.25,578,53,1,0.3,0.51,0,0
3084.13,14653.35,835,44,0,0.4,0.97,0,0
2445.96,8544.2,567,50,1,0.29,0.49,0,0
3505.24,20231.34,502,65,0,0.48,0.37,0,0
5652.57,31979.83,555,37,1,0.47,0.46,0,0
3348.22,10606.31,605,68,1,0.26,0.55,0,0
3891.25,13127.02,558,52,1,0.28,0.47,0,0
2389.33,11031.43,306,62,1,0.38,0.01,0,0
1584.67,8355.08,600,24,0,0.44,0.55,1,1
2601.67,11757.85,366,26,1,0.38,0.12,0,1
2279.57,8535.7,380,33,1,0.31,0.15,0,0
3927.33,19298.77,646,56,1,0.41,0.63,0,0
2918.51,8780.51,445,51,1,0.25,0.26,0,0
4877.22,10777.49,720,25,0,0.18,0.76,0,1
3640.77,16181.95,372,56,1,0.37,0.13,0,0
2309.32,7977.42,502,22,1,0.29,0.37,0,1
4985.42,28735.23,356,68,1,0.48,0.1,0,0
4991.5,28850.97,320,29,1,0.48,0.04,0,1
4911.36,20934.22,366,29,1,0.36,0.12,0,0
3607.15,9127.18,484,20,1,0.21,0.33,0,0
4766.4,7487.98,466,42,1,0.13,0.3,0,0
5779.12,29186.33,466,55,1,0.42,0.3,0,0
2201.15,4766.91,716,18,1,0.18,0.76,0,0
3352.76,16419.94,586,56,1,0.41,0.52,0,0
2137.13,3614.51,433,61,1,0.14,0.24,0,0
2869.61,14608.91,610,28,1,0.42,0.56,0,0
3524.81,9208.26,716,64,1,0.22,0.76,0,0
4980.74,18058.79,305,28,0,0.3,0.01,0,1
1000.0,4041.69,447,58,1,0.34,0.27,0,0
3473.24,15590.71,483,24,1,0.37,0.33,0,0
5248.67,25023.93,609,22,0,0.4,0.56,1,0
1481.27,5977.46,635,66,1,0.34,0.61,0,0
5122.68,27825.29,517,23,0,0.45,0.39,1,1
2741.44,6595.96,500,34,1,0.2,0.36,0,1
2100.61,7439.01,655,25,0,0.3,0.65,0,0
3277.83,11176.31,625,66,1,0.28,0.59,0,0
3798.33,21050.96,801,52,1,0.46,0.91,0,0
2142.59,5328.92,646,27,1,0.21,0.63,0,0
3773.35,11766.68,747,48,0,0.26,0.81,0,0
2364.01,12996.65,721,53,1,0.46,0.77,0,0
3974.26,13577.48,457,52,0,0.28,0.29,0,0
3252.42,13483.62,685,69,1,0.35,0.7,0,0
4327.62,18969.62,351,26,1,0.37,0.09,0,0
2335.15,7248.97,817,23,1,0.26,0.94,0,0
3970.9,16176.39,358,59,1,0.34,0.11,0,0
4827.05,20354.59,515,47,0,0.35,0.39,0,0
3176.92,15754.88,380,57,1,0.41,0.15,0,1
4966.2,29730.81,587,47,0,0.5,0.52,0,0
2446.14,11544.15,711,22,1,0.39,0.75,0,0
1000.0,2118.71,610,35,1,0.18,0.56,0,0
2139.81,12456.14,677,64,1,0.49,0.69,0,0
3541.26,16892.27,802,50,1,0.4,0.91,0,0
5173.14,30947.75,788,31,1,0.5,0.89,0,0
2617.32,10721.09,745,32,1,0.34,0.81,0,0
3355.26,19877.12,703,51,1,0.49,0.73,0,0
2772.32,11409.09,580,64,1,0.34,0.51,0,0
4314.13,12946.88,324,31,1,0.25,0.04,0,0
3236.47,12166.61,790,48,1,0.31,0.89,0,0
3448.43,16929.98,617,35,1,0.41,0.58,0,0
3539.65,20443.32,511,55,1,0.48,0.38,0,0
2536.32,13322.58,674,26,1,0.44,0.68,0,0
4089.84,20183.1,811,34,0,0.41,0.93,0,0
3580.86,10604.84,434,46,1,0.25,0.24,0,0
4231.3,24537.39,704,68,1,0.48,0.73,0,0
4924.6,22426.27,576,38,1,0.38,0.5,0,0
3780.37,14886.52,476,47,0,0.33,0.32,0,1
3609.66,16066.03,683,62,0,0.37,0.7,0,0
4090.8,8256.7,680,26,1,0.17,0.69,0,0
3731.87,21977.25,489,44,1,0.49,0.34,0,1
2918.08,9974.69,371,55,1,0.28,0.13,0,0
4158.85,19748.93,601,45,1,0.4,0.55,0,0
4022.77,23294.17,477,24,1,0.48,0.32,0,0
4626.2,17356.06,591,58,0,0.31,0.53,0,0
2579.37,8919.9,729,33,0,0.29,0.78,0,0
4653.73,17366.91,583,49,0,0.31,0.51,0,1
3622.73,19188.22,343,36,1,0.44,0.08,0,0
4406.86,13780.8,821,54,1,0.26,0.95,0,0
3434.8,15730.97,567,52,1,0.38,0.49,0,0
4636.41,19713.91,305,57,1,0.35,0.01,0,0
4900.54,18541.75,372,46,1,0.32,0.13,0,0
3222.41,16188.62,312,46,1,0.42,0.02,0,1
3778.84,16478.4,309,51,1,0.36,0.02,0,0
3363.32,15075.17,414,57,0,0.37,0.21,0,0
5238.2,26165.58,414,34,1,0.42,0.21,0,0
1809.96,7215.99,495,22,1,0.33,0.35,0,0
1775.86,8504.06,656,28,1,0.4,0.65,0,0
1000.0,1526.76,590,66,0,0.13,0.53,0,0
2571.68,5894.32,539,59,1,0.19,0.43,0,0
3649.65,11337.77,791,32,1,0.26,0.89,0,0
3946.47,12209.98,779,41,1,0.26,0.87,0,0
2794.63,5092.9,347,23,1,0.15,0.09,0,0
2534.24,5545.1,559,43,0,0.18,0.47,0,0
5519.35,14746.36,809,66,0,0.22,0.93,0,0
1622.85,3264.33,417,37,0,0.17,0.21,0,0
2720.76,11422.94,798,59,0,0.35,0.91,0,0
4631.55,22264.06,483,21,1,0.4,0.33,0,0
1936.88,6000.12,386,55,1,0.26,0.16,0,1
3445.29,15173.39,411,67,0,0.37,0.2,0,1
4372.38,6610.37,544,55,0,0.13,0.44,0,1
2086.92,10174.78,707,27,0,0.41,0.74,0,0
3373.32,9468.14,511,51,1,0.23,0.38,0,0
1847.54,7226.86,549,63,1,0.33,0.45,0,1
4793.12,7231.88,759,56,1,0.13,0.83,0,0
2470.37,5201.24,576,26,0,0.18,0.5,0,0
4002.71,18955.68,682,67,1,0.39,0.69,0,0
4743.69,23211.26,322,64,1,0.41,0.04,0,0
4222.23,12125.78,849,61,1,0.24,1.0,0,0
3494.02,19767.33,780,31,1,0.47,0.87,0,0
3541.8,13658.1,644,58,1,0.32,0.63,0,0
5007.74,20274.29,334,30,0,0.34,0.06,0,0
6324.57,15321.91,686,19,1,0.2,0.7,0,0
3566.27,6662.86,675,53,0,0.16,0.68,0,0
6048.78,22384.28,810,54,1,0.31,0.93,0,0
2396.74,7375.61,602,66,0,0.26,0.55,0,0
4201.15,11207.77,719,20,1,0.22,0.76,0,0
3762.89,8415.79,560,43,1,0.19,0.47,0,0
3029.59,14143.85,579,57,1,0.39,0.51,0,0
1919.88,2960.22,738,18,1,0.13,0.8,0,0
2019.58,11762.44,674,54,1,0.49,0.68,0,0
2412.4,6631.23,455,24,1,0.23,0.28,0,0
4728.78,12265.93,490,56,1,0.22,0.35,0,0
1864.95,4620.05,426,60,1,0.21,0.23,0,0
3279.1,16938.83,302,66,0,0.43,0.0,0,0
3503.25,6068.48,676,41,1,0.14,0.68,0,0
5256.96,20224.55,663,29,1,0.32,0.66,0,0
7089.8,18849.28,316,63,1,0.22,0.03,0,0
2733.54,5079.0,629,22,0,0.15,0.6,1,0
2796.9,13650.0,494,21,1,0.41,0.35,0,0
5032.74,22811.7,644,58,1,0.38,0.63,0,0
3082.84,17191.58,319,38,0,0.46,0.03,0,1
1653.26,8572.7,589,50,1,0.43,0.53,0,0
4429.29,9204.15,419,54,1,0.17,0.22,0,0
3306.34,13293.65,684,44,0,0.34,0.7,0,0
3354.21,11925.64,553,55,1,0.3,0.46,0,0
2950.65,16367.36,719,24,1,0.46,0.76,0,0
4262.11,18116.14,462,62,1,0.35,0.29,0,0
2818.98,15331.01,363,41,1,0.45,0.11,0,0
2903.51,7042.19,727,68,1,0.2,0.78,0,0
3158.28,17507.65,409,47,0,0.46,0.2,0,1
4353.96,12882.66,668,34,0,0.25,0.67,0,0
3098.48,15856.16,610,30,0,0.43,0.56,0,0
4673.36,23483.51,506,43,1,0.42,0.37,0,1
2716.54,6305.04,374,48,0,0.19,0.13,0,0
3278.42,5395.3,531,31,1,0.14,0.42,0,0
3836.81,15493.24,441,26,1,0.34,0.26,0,0
7212.28,14773.64,825,64,1,0.17,0.95,0,0
3183.06,14772.43,565,37,1,0.39,0.48,0,0
2919.86,4987.1,393,28,1,0.14,0.17,0,1
3995.88,20966.47,474,35,1,0.44,0.32,0,0
3538.29,15863.63,334,59,1,0.37,0.06,0,0
2267.13,7464.86,721,23,1,0.27,0.77,0,0
4438.7,15828.23,310,66,1,0.3,0.02,0,0
4269.5,7074.09,456,57,1,0.14,0.28,0,0
2767.86,8529.45,510,39,1,0.26,0.38,0,0
5335.67,14876.35,751,28,1,0.23,0.82,0,0
4369.9,15854.28,512,48,1,0.3,0.39,0,0
4593.99,23702.54,700,36,1,0.43,0.73,0,0
3534.78,18471.26,480,52,0,0.44,0.33,0,1
2600.0,5621.91,368,19,1,0.18,0.12,0,0
3494.56,13736.57,748,38,0,0.33,0.81,0,0
1371.51,5877.53,443,50,1,0.36,0.26,0,0
4467.64,18852.97,490,58,1,0.35,0.35,0,0
5306.93,11404.14,307,36,1,0.18,0.01,0,0
2276.83,13204.7,656,50,1,0.48,0.65,0,0
2902.23,15638.55,727,24,1,0.45,0.78,0,0
3868.07,17212.71,331,37,0,0.37,0.06,0,1
3388.76,5087.58,683,43,1,0.13,0.7,0,0
1757.85,4228.92,593,26,1,0.2,0.53,0,0
4771.69,13011.82,639,29,0,0.23,0.62,0,0
2628.16,8887.12,430,24,0,0.28,0.24,1,0
1449.52,5166.12,561,50,1,0.3,0.47,0,0
3480.05,8924.55,748,60,0,0.21,0.81,0,0
4681.05,17973.69,518,29,0,0.32,0.4,0,0
3307.4,18349.03,440,40,0,0.46,0.25,0,0
2821.88,6728.16,606,22,1,0.2,0.56,0,0
4428.02,8757.71,761,42,0,0.16,0.84,0,0
3732.18,8802.53,655,60,1,0.2,0.65,0,0
3169.49,12286.09,586,28,1,0.32,0.52,0,0
2037.89,7229.78,814,43,1,0.3,0.93,0,0
5408.47,26348.1,812,42,1,0.41,0.93,0,0
4410.53,25490.36,545,26,1,0.48,0.45,0,0
5059.84,16963.35,765,42,0,0.28,0.85,0,0
2741.08,8703.86,709,68,1,0.26,0.74,0,0
1509.11,6278.59,448,50,1,0.35,0.27,0,0
5358.86,13507.95,699,32,1,0.21,0.73,0,0
2335.81,13330.36,731,20,0,0.48,0.78,1,0
2878.67,15465.67,605,37,0,0.45,0.55,0,0
2463.56,10130.42,734,58,1,0.34,0.79,0,0
5088.3,12954.94,477,55,1,0.21,0.32,0,0
4389.77,12435.0,657,47,1,0.24,0.65,0,0
1525.32,7787.6,773,32,0,0.43,0.86,0,0
4049.09,16866.96,654,32,1,0.35,0.64,0,0
4521.09,16100.38,688,49,1,0.3,0.71,0,0
5120.95,22144.94,731,40,0,0.36,0.78,0,1
5385.81,12737.13,809,62,1,0.2,0.93,0,0
2666.95,8249.35,376,50,0,0.26,0.14,0,1
4683.38,21732.7,688,36,0,0.39,0.71,0,0
4054.44,10365.01,766,23,0,0.21,0.85,1,0
4396.4,18260.99,815,53,1,0.35,0.94,0,0
3607.77,18490.15,678,47,0,0.43,0.69,0,0
2951.9,7278.86,330,60,1,0.21,0.05,0,0
4021.9,9558.02,518,62,0,0.2,0.4,0,0
2143.47,5869.4,765,23,0,0.23,0.85,1,1
2016.67,10618.37,520,33,0,0.44,0.4,0,1
4015.32,11484.95,760,64,0,0.24,0.84,0,0
2748.02,4212.74,420,57,1,0.13,0.22,0,0
1716.77,8961.18,651,22,0,0.43,0.64,1,0
4712.99,9184.49,348,30,0,0.16,0.09,0,1
3855.08,8947.41,773,38,1,0.19,0.86,0,0
3704.88,15329.54,473,67,1,0.34,0.31,0,0
4119.06,24199.22,337,26,1,0.49,0.07,0,0
1754.29,9320.46,511,31,0,0.44,0.38,0,1
3937.94,21705.94,377,63,0,0.46,0.14,0,0
1175.12,3308.52,425,19,0,0.23,0.23,1,0
2093.64,7117.48,547,33,1,0.28,0.45,0,0
4862.95,17963.88,745,62,1,0.31,0.81,0,0
4129.62,21104.64,512,40,1,0.43,0.39,0,0
3576.46,19989.15,343,54,0,0.47,0.08,0,1
2837.93,5809.39,503,27,0,0.17,0.37,0,0
4685.43,16732.06,428,46,1,0.3,0.23,0,0
5407.16,10519.78,779,26,1,0.16,0.87,0,0
5564.83,29381.28,692,20,1,0.44,0.71,0,0
5106.18,22073.78,522,69,0,0.36,0.4,0,0
3807.61,7105.73,722,38,1,0.16,0.77,0,0
3101.43,7523.23,846,34,1,0.2,0.99,0,0
4683.26,25572.94,445,59,0,0.46,0.26,0,1
3578.53,11201.87,352,68,1,0.26,0.09,0,0
3748.41,22089.25,499,58,1,0.49,0.36,0,0
1353.5,7732.65,730,55,1,0.48,0.78,0,0
2333.4,5869.69,720,18,0,0.21,0.76,1,0
2960.03,4574.91,586,34,1,0.13,0.52,0,0
3702.63,7732.79,351,62,1,0.17,0.09,0,1
2122.14,8611.36,384,21,1,0.34,0.15,0,0
1905.89,4228.76,462,46,1,0.18,0.29,0,0
3603.75,7470.81,816,27,0,0.17,0.94,0,0
2290.56,11864.14,673,45,0,0.43,0.68,0,0
5576.15,28021.33,355,52,1,0.42,0.1,0,0
2984.97,8440.68,578,49,1,0.24,0.51,0,0
1736.57,4340.65,423,30,0,0.21,0.22,0,0
4020.23,6404.3,513,65,1,0.13,0.39,0,0
4073.94,7069.36,328,38,1,0.14,0.05,0,0
1803.43,8424.71,571,58,1,0.39,0.49,0,0
4669.44,21039.46,668,46,1,0.38,0.67,0,0
5829.67,21635.4,592,49,1,0.31,0.53,0,0
4305.89,22433.57,586,59,0,0.43,0.52,0,0
3215.46,17172.78,331,58,1,0.45,0.06,0,1
4668.24,20873.57,799,61,1,0.37,0.91,0,0
5317.63,13040.8,526,27,1,0.2,0.41,0,0
5009.71,28279.78,535,32,1,0.47,0.43,0,0
4541.78,24347.0,329,37,1,0.45,0.05,0,0
2894.58,6780.58,444,67,1,0.2,0.26,0,0
2956.42,13863.71,344,22,1,0.39,0.08,0,1
4592.8,25944.63,835,60,1,0.47,0.97,0,0
1267.12,2044.34,788,41,0,0.13,0.89,0,0
2025.04,6798.79,771,19,1,0.28,0.86,0,0
3337.92,16830.27,395,61,1,0.42,0.17,0,0
4172.72,8806.58,647,32,1,0.18,0.63,0,0
5513.57,27155.31,382,19,1,0.41,0.15,0,0
3537.47,17940.87,663,20,1,0.42,0.66,0,0
2247.21,11157.29,331,42,0,0.41,0.06,0,0
5954.31,12285.78,341,59,1,0.17,0.07,0,0
3049.14,5252.58,654,18,1,0.14,0.64,0,0
5619.91,23247.98,635,24,0,0.34,0.61,1,0
3570.8,18428.97,614,60,1,0.43,0.57,0,0
4828.36,7646.95,499,47,1,0.13,0.36,0,0
3186.42,11845.81,432,33,1,0.31,0.24,0,0
3433.23,16822.86,584,39,0,0.41,0.52,0,0
5077.69,14610.34,836,27,1,0.24,0.97,0,0
2157.55,7839.17,773,44,0,0.3,0.86,0,0
3677.74,17319.82,313,23,1,0.39,0.02,0,0
3942.07,18762.62,595,21,1,0.4,0.54,0,0
3341.25,6089.9,753,56,1,0.15,0.82,0,0
3653.74,10265.96,575,25,1,0.23,0.5,0,0
5010.71,19055.16,386,54,0,0.32,0.16,0,0
3516.93,19695.16,790,64,0,0.47,0.89,0,0
2253.31,12301.63,818,59,0,0.45,0.94,0,1
1378.18,2272.36,428,38,1,0.14,0.23,0,0
3506.64,16819.28,490,34,0,0.4,0.35,0,0
3822.85,11640.92,484,44,0,0.25,0.33,0,0
4522.69,12881.88,564,31,1,0.24,0.48,0,0
1891.22,4754.75,507,24,1,0.21,0.38,0,0
5788.78,13836.23,439,40,1,0.2,0.25,0,0
3652.49,9908.92,326,52,1,0.23,0.05,0,0
1963.55,5030.83,665,57,1,0.21,0.66,0,0
4966.31,10472.59,369,44,1,0.18,0.13,0,0
3748.65,22074.28,480,31,1,0.49,0.33,0,1
1000.0,3678.0,487,45,0,0.31,0.34,0,0
4789.93,16073.38,546,64,0,0.28,0.45,0,0
3781.12,17628.17,380,27,0,0.39,0.15,0,1
4197.66,12442.81,393,36,0,0.25,0.17,0,1
4361.03,9587.25,693,21,0,0.18,0.71,1,0
4476.18,14029.88,566,62,1,0.26,0.48,0,0
3924.46,9004.48,302,20,1,0.19,0.0,0,1
3622.86,8656.76,500,45,0,0.2,0.36,0,0
3867.27,17696.17,841,38,1,0.38,0.98,0,0
2330.8,9719.03,478,55,0,0.35,0.32,0,0
3304.87,15491.3,772,64,0,0.39,0.86,0,0
4753.5,23548.87,735,64,0,0.41,0.79,0,0
3296.75,9894.76,359,54,1,0.25,0.11,0,1
1822.78,3588.76,798,32,1,0.16,0.91,0,0
4431.2,15013.18,736,46,0,0.28,0.79,0,0
3223.21,6785.16,688,27,1,0.18,0.71,0,0
2441.58,8350.91,459,20,1,0.29,0.29,0,0
2905.97,6775.39,472,63,1,0.19,0.31,0,0
4822.49,15208.18,558,34,0,0.26,0.47,0,0
3267.58,18282.1,616,18,0,0.47,0.57,1,0
3395.72,10247.13,844,43,1,0.25,0.99,0,0
4796.54,12003.86,309,68,1,0.21,0.02,0,0
3222.46,13898.69,525,58,1,0.36,0.41,0,0
3982.89,12254.28,587,22,1,0.26,0.52,0,0
4143.16,18394.28,652,22,1,0.37,0.64,0,0
2677.14,5314.67,639,59,0,0.17,0.62,0,0
4466.13,10560.29,332,53,0,0.2,0.06,0,0
4551.51,16416.7,542,48,1,0.3,0.44,0,0
4531.53,18911.1,380,55,0,0.35,0.15,0,1
2146.56,8918.23,736,31,1,0.35,0.79,0,0
3341.52,6632.02,338,63,1,0.17,0.07,0,0
4908.81,23693.95,485,36,1,0.4,0.34,0,1
4867.01,15378.37,334,31,1,0.26,0.06,0,1
2144.6,8288.25,721,63,1,0.32,0.77,0,0
5041.73,17021.21,789,42,0,0.28,0.89,0,0
6113.53,14418.33,699,35,1,0.2,0.73,0,0
4172.16,22687.5,381,57,1,0.45,0.15,0,1
3840.53,15981.9,341,69,0,0.35,0.07,0,0
3141.42,10660.41,453,28,1,0.28,0.28,0,0
3540.24,20775.12,411,34,0,0.49,0.2,0,1
4195.03,19270.57,755,44,0,0.38,0.83,0,0
5176.29,11171.09,713,22,0,0.18,0.75,1,0
3990.23,17913.76,740,23,0,0.37,0.8,1,0
1000.0,3601.58,450,69,1,0.3,0.27,0,0
1576.2,3894.11,653,44,1,0.21,0.64,0,0
4999.11,17408.38,623,33,0,0.29,0.59,0,0
1716.01,3310.81,700,25,0,0.16,0.73,0,0
3346.89,18352.07,365,68,1,0.46,0.12,0,0
2498.89,10978.15,842,68,0,0.37,0.99,0,0
5134.06,25027.81,590,31,1,0.41,0.53,0,0
2992.48,17906.72,624,55,0,0.5,0.59,0,0
3871.02,19542.75,532,52,1,0.42,0.42,0,0
4954.3,26905.26,496,45,0,0.45,0.36,0,1
5132.97,29977.18,501,26,1,0.49,0.37,0,0
1871.8,3724.72,536,63,0,0.17,0.43,0,0
2220.07,4984.27,618,36,1,0.19,0.58,0,0
4685.25,17595.58,646,35,1,0.31,0.63,0,0
4222.76,10924.06,759,21,1,0.22,0.83,0,0
3634.48,15945.55,354,55,1,0.37,0.1,0,0
2985.94,10037.33,721,31,0,0.28,0.77,0,0
4749.16,17414.79,415,69,0,0.31,0.21,0,0
2527.96,9825.77,730,48,0,0.32,0.78,0,0
2122.35,9632.25,542,65,1,0.38,0.44,0,0
2422.38,7192.96,843,37,0,0.25,0.99,0,0
4890.66,21751.98,669,32,1,0.37,0.67,0,0
2300.31,5707.02,767,64,1,0.21,0.85,0,0
3536.24,14602.2,327,18,0,0.34,0.05,1,0
1086.84,4393.91,798,47,1,0.34,0.91,0,0
4445.55,10839.87,432,31,0,0.2,0.24,0,1
3677.52,16219.21,597,34,1,0.37,0.54,0,0
4117.94,10938.18,832,44,1,0.22,0.97,0,0
3452.72,13285.56,712,30,1,0.32,0.75,0,0
2613.93,5373.17,742,69,0,0.17,0.8,0,0
1799.37,7994.33,820,38,1,0.37,0.95,0,0
1985.35,11785.7,622,23,1,0.49,0.59,0,0
4170.79,22551.6,696,41,0,0.45,0.72,0,0
2472.16,4067.15,680,51,1,0.14,0.69,0,0
3174.1,13589.2,752,47,1,0.36,0.82,0,0
4569.19,18103.59,656,24,1,0.33,0.65,0,0
1977.55,7640.53,724,54,0,0.32,0.77,0,0
1000.0,5569.01,358,38,1,0.46,0.11,0,1
2836.11,5598.28,776,61,1,0.16,0.87,0,0
2407.53,12372.16,636,33,1,0.43,0.61,0,0
4350.34,11795.98,850,46,1,0.23,1.0,0,0
4262.38,18873.54,311,29,1,0.37,0.02,0,0
1936.17,11460.98,389,50,1,0.49,0.16,0,0
4114.37,11470.43,719,51,1,0.23,0.76,0,0
3579.63,5393.14,433,57,1,0.13,0.24,0,0
3329.41,19340.64,505,47,1,0.48,0.37,0,0
2041.26,10098.3,608,61,0,0.41,0.56,0,0
2962.75,5712.75,660,27,1,0.16,0.65,0,0
4115.23,22613.3,696,34,0,0.46,0.72,0,0
4336.36,14876.0,354,59,1,0.29,0.1,0,0
5449.69,25612.38,462,32,1,0.39,0.29,0,0
3075.53,13171.61,425,21,1,0.36,0.23,0,0
3118.44,15788.13,384,21,1,0.42,0.15,0,1
4448.06,19589.86,439,25,1,0.37,0.25,0,0
1928.99,4773.56,828,27,1,0.21,0.96,0,0
4310.98,15877.82,695,19,1,0.31,0.72,0,0
5091.94,20731.8,491,29,1,0.34,0.35,0,0
3791.83,16950.52,496,34,1,0.37,0.36,0,0
2870.64,7709.24,431,30,1,0.22,0.24,0,0
3791.87,12710.93,684,20,1,0.28,0.7,0,0
4987.37,29732.36,319,37,0,0.5,0.03,0,1
2604.34,8193.66,335,32,0,0.26,0.06,0,0
3153.19,6323.53,582,29,1,0.17,0.51,0,0
3262.49,12605.71,545,49,0,0.32,0.45,0,0
4047.92,7196.94,333,69,1,0.15,0.06,0,0
4089.71,17543.71,835,42,1,0.36,0.97,0,0
5125.81,18463.15,304,56,1,0.3,0.01,0,0
3129.71,18713.13,746,61,1,0.5,0.81,0,0
1540.73,8503.71,575,18,1,0.46,0.5,0,0
2021.23,4219.1,541,20,1,0.17,0.44,0,0
3042.83,14350.05,404,68,1,0.39,0.19,0,0
2443.36,10750.6,654,38,1,0.37,0.64,0,0
4654.31,12863.86,373,38,0,0.23,0.13,0,0
5019.75,8761.2,569,45,0,0.15,0.49,0,0
2613.62,8903.43,571,25,1,0.28,0.49,0,0
3478.06,8831.01,789,37,0,0.21,0.89,0,0
4070.95,7619.01,654,60,1,0.16,0.64,0,0
2782.26,8882.03,651,36,0,0.27,0.64,0,0
3798.56,9072.69,303,47,1,0.2,0.01,0,1
2239.49,10800.69,769,59,1,0.4,0.85,0,0
3328.83,19312.67,464,68,1,0.48,0.3,0,0
3634.4,11762.77,665,59,1,0.27,0.66,0,0
3853.97,9043.64,850,69,1,0.2,1.0,0,0
3695.16,16846.26,497,66,1,0.38,0.36,0,0
4986.55,28965.17,469,56,1,0.48,0.31,0,0
1844.21,6144.79,484,56,1,0.28,0.33,0,0
4609.06,25245.75,330,33,0,0.46,0.05,0,0
3172.77,7021.3,641,60,0,0.18,0.62,0,0
1639.27,6996.83,565,53,1,0.36,0.48,0,0
3555.72,19866.6,430,29,1,0.47,0.24,0,1
3751.07,7593.37,841,65,1,0.17,0.98,0,0
